content,Score,Scoring String,Negativity,Positivity,Uncovered Tokens,Total Tokens,sentiment
ortom hails lawan gbajabiamila others over restoration of benue constituency news benue gbajabiamila lawan ortom bbnaija messi wizkid davido,0,,0,0,19,19,neutral
kalau buat baju lawan ke bukamalaysia ke saynotomedicalapartheid ke takpe la jugak i ll definitely buy those ini baju tunjuk dapat vekcin apa i kenot,0.435897436,definitely (0.44),0,0.435897436,24,25,positive
kluster mahkamah lawan,0,,0,0,3,3,neutral
korang kan dah training awal masa perhimpunan bersih dulu mmg patut la korang lawan cenggini je sekarang,0,,0,0,17,17,neutral
sebab tu kita kena lawan pak cik ni semua lawan,0,,0,0,10,10,neutral
vision kalau baju lawan ke bukamalaysia ke takpe la jugak ini baju tunjuk dapat vaccine apa,0.256410256,vision (0.26),0,0.256410256,15,16,positive
realajmal akukeadilan masalahnya ada dr tu tegur tak yg berani dia tegur perhimpunan lawan dgn perhimpunan mp pembangkang itu je dia berani penjumpaan umno dgn mp lain semua bodoh je,0,,0,0,30,30,neutral
sat g mai kat dm sekolah kan aku pasal politic lah bagai sebab haritu masa lawan i posted every stuff on my ig stories tup tup harini nah selfie dengan madey meluat,-0.102564103,nah (-0.10),0.102564103,0,31,32,negative
ada dah hashtag yang memurnikan jom amal not lawan eihak,0,,0,0,10,10,neutral
satu kata lawan,0,,0,0,3,3,neutral
check out t shirt negarakus oleh pantang ditegur percuma mask lawan for rm get it on shopee now shopeemy,0,,0,0,19,19,neutral
esshimself lawan muhyiddingagal muhyiddinletakjawatan kerajaaangagal kerajaantumbang zahidhamidi klustermakhamah umno azmin ali if ismail sabri falls we may see najib razak back as pm that would make karma the ultimate bitch,-0.717948718,bitch (-0.72),0.717948718,0,29,30,negative
membunga lawan yang mengakar yang memekar karya oleh deealyahya lanjut,0,,0,0,10,10,neutral
ok aku boleh nampak mengapa ada yang kata menghina jalur gemilang tujuan penyiaran lawan kemerdekaan jika benar berjuang demi malaysia bunkfaceband boleh saja gunakan jalur gemilang tidak perlu sunting sebegini patriotik nampak cetek di situ darah mudaaa,0.307692308,ok (0.31),0,0.307692308,36,37,positive
bruhhxx drfamfry hanathesith jabardiana this is not the time untuk lawan tunggu covid habis lepas tu kita pergi mengundi baru betul,0,,0,0,21,21,neutral
ni pastinya bukan lawan tapi ini adalah sukare lawan,0,,0,0,9,9,neutral
rakyat tak sepatutnya kena kerja kerja utk tampung hidup rakyat tak sepatutnya tak mampu beli rumah tempat berlindung amp terpaksa menyewa rakyat tak sepatutnya lupakan cita kerana yuran pengajian mahal rakyat tak sepatutnya dibayar gaji rendah kita lawan,0,,0,0,38,38,neutral
kronirakyat rowanromano apa gila punya kuasa la kalau betul ni kalau naik confirm ikat diri kat kerusi tpm tak lepas baik jangan kasi peluang lawan,0,,0,0,25,25,neutral
tun telah mempunyai sokongan ahli parlimen tpi dia dikhianati tun tak diberi peluang utk melayani rakyat sbg pm bayangkan sekiranya dia msih pm rakyat dapat diselamatkan lawan kerajaaangagal kerajaangagal notmypm pm,0,,0,0,31,31,neutral
zulfadzley tu la aku nak lawan ni agak agak boleh menang tak,0,,0,0,12,12,neutral
why boko haram iswap fighters are surrendering lawan news bokoharam iswap lawan bbnaija messi wizkid davido,-0.051282051,fighters (-0.05),0.051282051,0,15,16,negative
twitter folks who were so fired up in sharing lawan related post could you have a look at this too this has been going on for too long and yet the public seems to not be aware of this women should be treated equally in our constitution please share,0.435897436,fired (-0.67)  sharing (0.46)  please (0.33)  share (0.31),0.666666667,1.102564103,45,49,positive
do you miss riding jeeps our drivers also miss the streets for this episode we discuss the situation of our transport workers both in formal and informal sectors watch the episode here lawan peopleleddevelopment alternativeregionalism,-0.307692308,miss (-0.15)  miss (-0.15),0.307692308,0,33,35,negative
ikan lawan double meaning,0,,0,0,4,4,neutral
doktorsamhan steady dr lawan jgn kasi can,0,,0,0,7,7,neutral
kita dapati menteri menteri muhyiddin sebelum ini tak ada kerja apa pun tak ada buat kerja dapat gaji sahaja janganlah jadi macam itu tun ckap yg terbaik yg in your face pejuang kerajaaangagal notmypm lawan kerajaanrecycle,0,,0,0,36,36,neutral
maknanya betul la pas tak suka dengan kerajaan pn sebab guna lawan,0,,0,0,12,12,neutral
eh rkyat lawan kerajaan sbb azmin lh salah satu nya menteri paling tk guna kalau dia jd tpm aku tk thu ar nk ckp x x,0,,0,0,26,26,neutral
hafizolhakami aliadenan baru kena sikit dah goyang macam mana mau lawan,0,,0,0,11,11,neutral
fairuz azmi poliz zalim polis jahat polis bukan kawan kita polis kita lawan rakyat hakim negara kuasa rakyat kuasa keramat lawan tetap lawan kerajaan gagal kekang cobid,0,,0,0,27,27,neutral
esshimself azminali mintak min jangan tak mintak gila depa tak bagi kat hang tpm lawan min,0,,0,0,16,16,neutral
doctors of lawan dan hartal keep making us proud they are healing the soul of nations in her darkest moments,-0.025641026,proud (0.54)  darkest (-0.56),0.564102564,0.538461538,18,20,negative
hafisrdn apa lagi pis lawan,0,,0,0,5,5,neutral
suri rumah disaman rmk sebab hina agong institusi raja amp menteri di twitter elok lah bagi peringatan sikit dekat puak lawan dekat twitter ni sikit semua nak dilawannya mana lawan guna otak tu okay lah yang guna emosi ni yg over sampai nak menghina raja,0.230769231,okay (0.23),0,0.230769231,44,45,positive
antivaxx ni x caye covid x caye vaksin pegilah sane buat demonstrasi mcm lawan nk tuntut hak covid kan x wujud asal nk takut buat demo kan,0.487179487,hak (0.49),0,0.487179487,26,27,positive
lawan responds to m allegation against senators reps petroleum industry bill news lawan petroleumindustrybill reps bbnaija messi wizkid davido,0,,0,0,19,19,neutral
pepatahmy bangga la ni quote tweet aku lawan demi kesejahteraan rakyat tu punca dari apa confirm punca dari politik siapa pemain politik mestilah politikus isunya mestilah related dgn politik semasa takkan psl sukan kau tahu ke tak isu sebenarnya,0,,0,0,39,39,neutral
mana orang orang yang against lawan ritu taknak bagi pendapat ke,0,,0,0,11,11,neutral
wah mereka ni lawan demi sejahterakan rakyat tpi bila smpai sy ckp pasal isu gelandangan yg memerlukan bantuan yg xdak duit ini jawapan dia korg ni lawan demi rakyat ke lawan demi politaik lawan lawanutkapa,0,,0,0,35,35,neutral
too soon but just in case notmydpm lawan azmin poised to become dpm according to bersatu umno sources,0.256410256,poised (0.26),0,0.256410256,17,18,positive
tengkuhaslinda bila lawan tangkap denda yg ni bersuka ria diorang ye astagfirullah,0,,0,0,12,12,neutral
betul baca komen di fb semua cakap geng lawan ni geng dsai,0,,0,0,12,12,neutral
tegas sikit mcm sound geng lawan,0,,0,0,6,6,neutral
armiahani kita semua sama lawan tibeh,0,,0,0,6,6,neutral
biarkan itukan cara meraka lawan,0,,0,0,5,5,neutral
rezarazali dah kena rasuk malam jumaat menteranya kerajaaangagal lawan kerajaanpembunuh pengerasnya sumbangan dari rakyat yg gagal paham,0,,0,0,17,17,neutral
pia lawan dismisses allegation of m bribe news lawan pia,-0.205128205,bribe (-0.21),0.205128205,0,9,10,negative
jangan poliskan satu sama lain pastikan semua selamat dari aparat polis lawan,0,,0,0,12,12,neutral
ni lawan ke,0,,0,0,3,3,neutral
tfelton hazwoosh addowrable wow bgus mri kita buat sekte matcha gaada lawan,0.717948718,wow (0.72),0,0.717948718,11,12,positive
entahlah diknon orang masih ada sentiment yang lawan ni digerakkan oleh parti parti politik tertentu don t know lah if i m naive or what but as far as i know that was never the case to begin with it s just anak muda exercising their rights to speak up,-0.282051282,naive (-0.28),0.282051282,0,49,50,negative
drfamfry hanathesith jabardiana dah pun ada lagi yang jadi anjing kerajaan dok backup orang sini kecam orang sana mcm orang sini maksum tengok lawan pun dah tau tahap anjing level mana lol,0.461538462,lol (0.46),0,0.461538462,31,32,positive
kalau geng geng lawan buat mesyuarat macam ini dah lama dah kena tangkap,0,,0,0,13,13,neutral
khairul nadzir budak amal baik bereskan hutan yg digondol oleh pemimpin pas sendiri ha ha ha lawan apa,1.076923077,ha (0.36)  ha (0.36)  ha (0.36),0,1.076923077,15,18,positive
still waiting for elfira loy faizal tahir rita rudaini to say something since yall got a lot to say few weeks ago about lawan,0,,0,0,24,24,neutral
hairiyusof hahahaha kita lawan la,0,,0,0,5,5,neutral
nyonyacyber mana yang baik kita diam mana yang tak elok takkan buta mata kutuk je la tapi ni kan covid haritu bukan main bising lawan buat itu ini pm buat lawatan sampai kenderaan berkumpul kat yan macam takde covid double standard ph je expl,0,,0,0,44,44,neutral
mana pejuang yang anti lawan haritu geram je tengok tak pakai mask tu,-0.333333333,anti (-0.33),0.333333333,0,12,13,negative
kerajaangagal lawan hotak lu kau dah la antivaksin shit,-0.666666667,shit (-0.67),0.666666667,0,8,9,negative
i sure hope this happen cus if he naik memang confirm this kerajaan will last shorter than the previous gov kerajaangagal lawan,0.820512821,sure (0.33)  hope (0.49),0,0.820512821,20,22,positive
chanshoesinsole lisayusnii itu aku google je jumpa la maklumat minah bangang geng lawan ni pandai pulak dia padam komen,0,,0,0,19,19,neutral
ramai join tetiba muncul trend kita ditindas sbbtu kene keluar rakyat pun rasa kene tindas golongan ssr main play victim warga lawan pun terciduk percayakan mereka tanpa selidik pm letak jawatan lawan masih x puas hati,0.384615385,join (0.31)  play (0.36)  victim (-0.28),0.282051282,0.666666667,33,36,positive
aznanajib unit amal pun pernah lawan kan,0,,0,0,7,7,neutral
allah dan tunjuk bulan pengkhianat memerintah sekarang allah tunjuk pulak klepto penyamun yg dulu kalah kembali dpt kuasa dgn cara pru kita akan ajar pengkhianat penyamun klepto dan lebai jual agama lawan sampai menang,0,,0,0,34,34,neutral
we need more of this root out corruption lawan,0,,0,0,9,9,neutral
many old guard natdems are pro pacquiao many sambayan libs are pro trillanes if we happen to have a dictatorship in it s always the mainstream s fault lawan lang,-0.435897436,fault (-0.44),0.435897436,0,29,30,negative
kalau boleh pasni berhimpun ramai lagi cukupkan kompaun rm juta pulak k lawan,0,,0,0,13,13,neutral
normiswary hannahyeoh past is past pengkhianat mandat rakyat tu ingat muka diorg amp jgn diundi lagi pastikan next ge pengundi menguburkan mereka yg tak boleh jadi pemimpin bagi mewakili rakyat bangkit amp lawan,0,,0,0,33,33,neutral
for malaysian to reflect on the yesteryears and i hope some good can be imbued lawan,0.974358974,hope (0.49)  good (0.49),0,0.974358974,14,16,positive
mana pegi doctor artis yang bising masa demo lawan haritu kikiki,0,,0,0,11,11,neutral
dah lawan bayarlah sendiri asyik nak buat tabung je tabung harapan pun hilang entah ke mana dulu,0,,0,0,17,17,neutral
dsai lawan kerajaangagal dsaiout,0,,0,0,4,4,neutral
afiqshari lawan,0,,0,0,2,2,neutral
keluarga lawan,0,,0,0,2,2,neutral
aquitaineee edward jibril ns iem lyshability zsghue bidadari tatie syedsaddiq lah betullah puan sy boleh jugak bangkitkan isu tu isu agama kot lagi ah bole mng dlm court tpi tu ah mesti ada org kata tu kawasan tertutup xleh gi pastu bole,0,,0,0,42,42,neutral
diorng nak lawan siapa senanye ni,0,,0,0,6,6,neutral
dapperak please do something beneficial to the rakyat not hasut rakyat lawan gomen dapgagal,0.820512821,please (0.33)  beneficial (0.49),0,0.820512821,12,14,positive
bukan ke ni lagi tak menjaga sop dari lawan yang dekat dataran merdeka hari tu pdrmsia kenapa tak ambil maklumat mereka dan angkut semua naik black maria pun boleh ke bentuk keluargamalaysia kalau ketidakadilan seperti ini diteruskan ismailsabri no doublestandards,-0.307692308,no (-0.31),0.307692308,0,39,40,negative
kalau diorang pegang lilin dgn bendera hitam lawan rasanya pdrm akan beret diorang masuk black maria tak sajatanya,0,,0,0,18,18,neutral
cuba tambah bendera hitam lawan mesti menggelupur retih sendu,0,,0,0,9,9,neutral
miskin x pe jgn bodoh tp yg ni dh la bodoh igtkan ad duit nk bayar kompaun rupanya miskin lawan kepala otak kau,0,,0,0,23,23,neutral
baik kibar bendera hitam lawan,0,,0,0,5,5,neutral
program memorial mangsa covid penganjur mohon bantuan orang ramai bayar kompaun rm ribu peserta telah dikompaun sebanyak rm setiap seorang pdrmsia sharafiasraf covid kompaun lawan ssr airtimes,0,,0,0,27,27,neutral
wannerrunner lawan,0,,0,0,2,2,neutral
khairul nadzir hebat jam lawan dengan kerja amal,0,,0,0,8,8,neutral
crowdfund atas dasar demokrasi kata lawan gahahahhahahahahaah,0,,0,0,7,7,neutral
sumbangan lawan facebook twitter,0,,0,0,4,4,neutral
ingkar sop gagal kerajaaangagal lawan bngagal,0,,0,0,6,6,neutral
aznanajib tak relevan langsung post ni dah dua benda tu benda berbeza mana boleh compare orang orang yang ikut lawan tu tak pernah buat kerja amal ke rasanya sbb tu lah korang ni mudah dihinjak,0,,0,0,35,35,neutral
